source_ip,destination_ip,protocol,packet_size,inter_arrival_time_ms,jitter_ms,qos_class
192.168.254.116,192.0.2.239,TCP,1199,64.72,8.2,eMBB
192.168.191.218,192.0.2.232,UDP,901,13.78,4.05,URLLC
192.168.163.168,192.0.2.47,TCP,470,64.0,4.66,mMTC
192.168.219.66,192.0.2.163,ICMP,1324,24.04,4.14,URLLC
192.168.247.149,192.0.2.193,TCP,1265,63.3,3.46,eMBB
192.168.222.49,192.0.2.2,TCP,984,57.48,6.24,eMBB
192.168.185.223,192.0.2.113,TCP,204,120.28,1.69,mMTC
192.168.116.225,192.0.2.184,TCP,866,12.56,2.98,URLLC
192.168.147.153,192.0.2.119,ICMP,201,74.9,3.48,mMTC
192.168.39.113,192.0.2.66,ICMP,552,107.95,3.65,mMTC
192.168.85.150,192.0.2.148,ICMP,218,101.54,7.58,mMTC
192.168.86.211,192.0.2.88,UDP,1009,50.4,9.1,eMBB
192.168.155.210,192.0.2.130,ICMP,946,49.29,5.15,eMBB
192.168.114.55,192.0.2.143,ICMP,1252,22.04,4.76,URLLC
192.168.57.114,192.0.2.72,ICMP,392,100.68,2.26,mMTC
192.168.223.196,192.0.2.58,UDP,1068,33.73,2.94,eMBB
192.168.156.147,192.0.2.239,UDP,952,36.59,5.82,eMBB
192.168.135.141,192.0.2.206,TCP,1337,50.54,4.17,eMBB
192.168.22.72,192.0.2.157,UDP,676,101.6,6.43,mMTC
192.168.94.37,192.0.2.158,UDP,595,22.12,3.78,URLLC
192.168.234.186,192.0.2.17,ICMP,1176,50.72,2.86,eMBB
192.168.24.27,192.0.2.163,ICMP,256,14.9,2.81,URLLC
192.168.157.66,192.0.2.20,TCP,1153,55.06,5.26,eMBB
192.168.134.23,192.0.2.53,UDP,1250,51.53,4.82,eMBB
192.168.23.141,192.0.2.40,UDP,1272,50.02,2.95,eMBB
192.168.208.202,192.0.2.160,TCP,995,33.83,7.13,eMBB
192.168.185.162,192.0.2.104,TCP,422,16.05,3.88,URLLC
192.168.179.169,192.0.2.231,UDP,1237,57.65,5.57,eMBB
192.168.142.226,192.0.2.76,UDP,102,94.51,6.75,mMTC
192.168.23.13,192.0.2.28,UDP,490,198.69,4.07,mMTC
192.168.191.208,192.0.2.177,UDP,310,90.79,7.51,mMTC
192.168.150.246,192.0.2.2,UDP,493,23.29,1.41,URLLC
192.168.145.111,192.0.2.10,UDP,1019,36.91,10.79,eMBB
192.168.172.169,192.0.2.155,TCP,1464,58.65,8.24,eMBB
192.168.140.184,192.0.2.78,TCP,462,156.23,3.62,mMTC
192.168.222.87,192.0.2.227,UDP,511,49.27,3.06,mMTC
192.168.90.100,192.0.2.96,UDP,553,72.59,4.67,mMTC
192.168.174.110,192.0.2.156,ICMP,1232,25.14,2.92,URLLC
192.168.91.161,192.0.2.233,ICMP,1020,49.62,4.6,eMBB
192.168.102.25,192.0.2.146,TCP,215,90.77,5.82,mMTC
192.168.9.178,192.0.2.165,ICMP,980,34.89,4.58,eMBB
192.168.80.152,192.0.2.116,ICMP,277,20.5,3.14,URLLC
192.168.207.241,192.0.2.129,ICMP,378,80.73,5.25,mMTC
192.168.254.65,192.0.2.144,TCP,708,105.43,6.8,mMTC
192.168.183.59,192.0.2.252,UDP,618,112.33,6.07,mMTC
192.168.229.39,192.0.2.86,UDP,583,146.5,7.17,mMTC
192.168.102.130,192.0.2.231,UDP,1322,43.88,4.88,eMBB
192.168.9.107,192.0.2.115,TCP,128,119.12,4.51,mMTC
192.168.174.207,192.0.2.103,TCP,1207,41.31,7.09,eMBB
192.168.98.108,192.0.2.248,ICMP,1103,53.87,7.48,eMBB
192.168.43.156,192.0.2.210,ICMP,1465,61.55,7.26,eMBB
192.168.19.39,192.0.2.64,ICMP,617,17.35,3.11,URLLC
192.168.112.18,192.0.2.67,TCP,549,16.57,3.1,URLLC
192.168.161.106,192.0.2.25,TCP,1089,32.62,4.42,eMBB
192.168.213.10,192.0.2.23,ICMP,958,50.73,6.54,eMBB
192.168.214.226,192.0.2.64,TCP,980,18.46,1.75,URLLC
192.168.58.21,192.0.2.25,UDP,712,11.34,5.56,URLLC
192.168.100.251,192.0.2.95,TCP,350,78.98,4.52,mMTC
192.168.202.246,192.0.2.230,TCP,251,121.58,4.38,mMTC
192.168.89.150,192.0.2.140,UDP,778,135.29,2.7,mMTC
192.168.52.106,192.0.2.158,ICMP,959,53.86,4.27,eMBB
192.168.80.106,192.0.2.120,ICMP,1137,23.0,4.38,URLLC
192.168.58.84,192.0.2.192,TCP,458,75.02,4.91,mMTC
192.168.153.79,192.0.2.243,TCP,1401,47.45,4.98,eMBB
192.168.125.251,192.0.2.33,UDP,225,131.7,4.44,mMTC
192.168.155.101,192.0.2.228,ICMP,1424,49.7,5.99,eMBB
192.168.24.221,192.0.2.11,ICMP,292,101.52,5.55,mMTC
192.168.228.15,192.0.2.94,TCP,1251,50.47,5.95,eMBB
192.168.198.247,192.0.2.153,ICMP,1095,18.53,2.34,URLLC
192.168.20.30,192.0.2.155,TCP,708,23.31,2.66,URLLC
192.168.12.55,192.0.2.63,ICMP,459,19.56,2.38,URLLC
192.168.222.50,192.0.2.157,UDP,1050,51.16,5.18,eMBB
192.168.96.8,192.0.2.57,TCP,654,168.39,5.78,mMTC
192.168.7.63,192.0.2.31,ICMP,741,10.43,3.94,URLLC
192.168.208.34,192.0.2.140,UDP,1374,43.73,4.47,eMBB
192.168.143.192,192.0.2.242,UDP,288,17.49,2.91,URLLC
192.168.82.113,192.0.2.198,UDP,1087,12.82,1.79,URLLC
192.168.5.9,192.0.2.35,TCP,981,41.35,7.49,eMBB
192.168.243.253,192.0.2.186,UDP,467,108.78,4.4,mMTC
192.168.67.83,192.0.2.69,UDP,1364,40.53,3.62,eMBB
192.168.236.231,192.0.2.150,TCP,1396,58.71,5.59,eMBB
192.168.60.119,192.0.2.18,TCP,1327,45.6,7.15,eMBB
192.168.248.74,192.0.2.193,UDP,949,23.16,3.59,URLLC
192.168.178.116,192.0.2.106,TCP,303,18.69,4.7,URLLC
192.168.140.228,192.0.2.68,UDP,718,30.37,4.48,URLLC
192.168.88.191,192.0.2.212,UDP,1190,48.63,0.78,eMBB
192.168.247.254,192.0.2.85,UDP,1269,60.46,1.79,eMBB
192.168.237.129,192.0.2.66,UDP,711,99.2,5.47,mMTC
192.168.41.56,192.0.2.75,TCP,627,19.42,2.38,URLLC
192.168.13.238,192.0.2.208,ICMP,733,88.13,4.75,mMTC
192.168.96.126,192.0.2.3,TCP,748,18.48,2.39,URLLC
192.168.82.227,192.0.2.220,ICMP,862,17.43,1.84,URLLC
192.168.141.164,192.0.2.213,TCP,343,65.1,6.59,mMTC
192.168.52.145,192.0.2.179,TCP,498,24.29,3.8,URLLC
192.168.46.212,192.0.2.222,TCP,642,26.68,3.69,URLLC
192.168.41.242,192.0.2.179,TCP,206,80.85,5.14,mMTC
192.168.70.129,192.0.2.237,ICMP,973,45.34,3.2,eMBB
192.168.40.176,192.0.2.238,TCP,1279,21.24,1.95,URLLC
192.168.173.22,192.0.2.115,TCP,391,76.24,5.78,mMTC
192.168.123.246,192.0.2.86,UDP,1392,35.23,2.89,eMBB
192.168.28.78,192.0.2.119,ICMP,455,25.22,3.89,URLLC
192.168.181.154,192.0.2.120,UDP,1453,61.94,7.28,eMBB
192.168.91.97,192.0.2.218,TCP,1039,23.74,3.28,eMBB
192.168.85.133,192.0.2.147,TCP,364,19.87,3.53,URLLC
192.168.121.132,192.0.2.82,TCP,1226,59.68,8.56,eMBB
192.168.45.21,192.0.2.104,UDP,199,90.27,3.04,mMTC
192.168.206.77,192.0.2.127,TCP,351,70.46,3.57,mMTC
192.168.158.112,192.0.2.28,UDP,990,48.67,3.63,eMBB
192.168.8.79,192.0.2.252,UDP,787,95.7,4.77,mMTC
192.168.29.230,192.0.2.174,ICMP,425,26.03,3.98,URLLC
192.168.6.34,192.0.2.14,TCP,1085,48.68,3.44,eMBB
192.168.95.177,192.0.2.135,UDP,742,149.65,7.53,mMTC
192.168.128.48,192.0.2.66,ICMP,1444,50.66,5.86,eMBB
192.168.131.26,192.0.2.168,ICMP,1177,15.61,2.9,URLLC
192.168.159.82,192.0.2.116,ICMP,1453,50.27,9.71,eMBB
192.168.119.77,192.0.2.40,ICMP,1277,14.45,4.36,URLLC
192.168.254.15,192.0.2.119,UDP,1362,44.6,6.91,eMBB
192.168.181.73,192.0.2.170,TCP,1423,48.36,10.93,eMBB
192.168.202.211,192.0.2.45,UDP,272,49.91,3.17,mMTC
192.168.93.121,192.0.2.162,TCP,1132,60.83,6.28,eMBB
192.168.156.234,192.0.2.95,UDP,1199,18.4,3.61,URLLC
192.168.183.23,192.0.2.242,UDP,1496,41.97,10.45,eMBB
192.168.169.129,192.0.2.22,TCP,1003,64.24,1.72,eMBB
192.168.85.55,192.0.2.36,UDP,1197,21.61,3.66,URLLC
192.168.32.196,192.0.2.50,UDP,740,67.54,4.77,mMTC
192.168.171.141,192.0.2.90,ICMP,226,22.09,2.84,URLLC
192.168.215.243,192.0.2.178,ICMP,969,52.07,9.39,eMBB
192.168.169.155,192.0.2.153,TCP,216,19.83,3.88,URLLC
192.168.93.45,192.0.2.17,TCP,1230,22.91,2.92,URLLC
192.168.135.132,192.0.2.81,UDP,1222,67.65,4.29,eMBB
192.168.225.135,192.0.2.188,ICMP,124,117.83,3.0,mMTC
192.168.97.230,192.0.2.52,UDP,679,149.73,7.55,mMTC
192.168.147.232,192.0.2.17,ICMP,960,62.59,1.35,eMBB
192.168.194.161,192.0.2.21,TCP,1239,49.27,6.78,eMBB
192.168.203.190,192.0.2.213,UDP,921,48.28,6.39,eMBB
192.168.196.85,192.0.2.212,TCP,846,18.76,5.95,URLLC
192.168.64.118,192.0.2.2,UDP,996,16.61,2.12,URLLC
192.168.37.217,192.0.2.176,UDP,441,114.74,6.02,mMTC
192.168.45.45,192.0.2.211,ICMP,1292,52.18,4.0,eMBB
192.168.159.83,192.0.2.25,UDP,1093,46.65,5.88,eMBB
192.168.243.31,192.0.2.213,ICMP,1205,49.99,6.37,eMBB
192.168.223.76,192.0.2.196,TCP,431,15.58,5.22,URLLC
192.168.32.187,192.0.2.104,ICMP,203,14.05,3.89,URLLC
192.168.55.108,192.0.2.231,TCP,1229,36.89,5.38,eMBB
192.168.221.50,192.0.2.149,TCP,1174,51.59,5.92,eMBB
192.168.186.169,192.0.2.12,ICMP,237,113.81,4.87,mMTC
192.168.132.5,192.0.2.76,ICMP,1448,45.6,5.97,eMBB
192.168.83.89,192.0.2.176,UDP,724,117.8,6.6,mMTC
192.168.175.146,192.0.2.46,ICMP,1499,44.88,3.87,eMBB
192.168.145.166,192.0.2.16,ICMP,1287,17.89,2.65,URLLC
192.168.237.113,192.0.2.175,TCP,1404,49.62,5.49,eMBB
192.168.100.156,192.0.2.127,TCP,931,61.56,5.3,eMBB
192.168.68.231,192.0.2.173,UDP,184,115.29,4.59,mMTC
192.168.149.96,192.0.2.66,TCP,512,88.4,3.43,mMTC
192.168.247.133,192.0.2.120,UDP,791,21.52,3.17,URLLC
192.168.195.70,192.0.2.162,UDP,1185,47.87,4.62,eMBB
192.168.9.133,192.0.2.208,ICMP,950,59.45,6.67,eMBB
192.168.138.168,192.0.2.123,UDP,128,49.33,5.21,mMTC
192.168.90.28,192.0.2.178,ICMP,1154,59.7,6.45,eMBB
192.168.61.185,192.0.2.107,TCP,1456,40.2,5.55,eMBB
192.168.199.156,192.0.2.218,TCP,306,20.1,2.15,URLLC
192.168.24.136,192.0.2.80,UDP,121,62.95,6.0,mMTC
192.168.176.252,192.0.2.231,TCP,147,137.78,7.47,mMTC
192.168.26.165,192.0.2.9,UDP,641,123.03,4.76,mMTC
192.168.82.152,192.0.2.84,UDP,720,15.28,0.95,URLLC
192.168.226.173,192.0.2.151,TCP,759,114.53,4.12,mMTC
192.168.249.239,192.0.2.210,UDP,911,58.42,7.53,eMBB
192.168.217.5,192.0.2.125,TCP,900,11.7,1.45,URLLC
192.168.241.93,192.0.2.116,ICMP,484,25.85,1.5,URLLC
192.168.2.78,192.0.2.98,ICMP,725,26.59,3.35,URLLC
192.168.52.152,192.0.2.205,UDP,242,19.61,1.81,URLLC
192.168.246.192,192.0.2.101,UDP,629,129.52,5.82,mMTC
192.168.184.159,192.0.2.164,TCP,1292,15.69,3.72,URLLC
192.168.225.30,192.0.2.168,TCP,1379,20.78,4.71,eMBB
192.168.242.120,192.0.2.163,TCP,1100,23.24,2.85,URLLC
192.168.239.105,192.0.2.1,UDP,519,101.45,6.4,mMTC
192.168.112.254,192.0.2.248,ICMP,1245,16.54,2.37,URLLC
192.168.38.12,192.0.2.181,ICMP,687,12.35,1.68,URLLC
192.168.144.251,192.0.2.1,TCP,762,45.95,3.91,mMTC
192.168.166.130,192.0.2.68,TCP,944,49.05,4.1,eMBB
192.168.95.3,192.0.2.45,UDP,379,80.16,2.75,mMTC
192.168.209.147,192.0.2.194,ICMP,803,29.69,3.33,URLLC
192.168.33.61,192.0.2.62,ICMP,1335,21.36,2.56,URLLC
192.168.228.215,192.0.2.34,ICMP,1453,36.41,2.93,eMBB
192.168.209.242,192.0.2.72,UDP,362,21.69,1.4,URLLC
192.168.159.26,192.0.2.110,ICMP,660,14.77,3.6,URLLC
192.168.5.118,192.0.2.173,ICMP,507,17.15,3.73,URLLC
192.168.121.111,192.0.2.48,ICMP,458,102.8,4.38,mMTC
192.168.248.165,192.0.2.83,UDP,1353,57.51,8.15,eMBB
192.168.146.27,192.0.2.70,ICMP,490,138.51,6.69,mMTC
192.168.215.206,192.0.2.186,ICMP,202,97.17,4.37,mMTC
192.168.231.233,192.0.2.8,UDP,1014,26.41,3.25,URLLC
192.168.229.174,192.0.2.227,UDP,1399,47.73,3.67,eMBB
192.168.34.177,192.0.2.198,ICMP,224,22.62,2.51,URLLC
192.168.200.184,192.0.2.31,TCP,1414,59.21,7.69,eMBB
192.168.70.175,192.0.2.117,UDP,539,102.22,6.74,mMTC
192.168.35.157,192.0.2.129,TCP,814,20.43,2.37,URLLC
192.168.156.76,192.0.2.129,TCP,1035,37.04,3.6,eMBB
192.168.247.97,192.0.2.128,ICMP,449,24.06,4.84,URLLC
192.168.232.98,192.0.2.193,ICMP,717,73.02,5.4,mMTC
192.168.31.236,192.0.2.74,UDP,1204,19.49,1.92,URLLC
192.168.92.96,192.0.2.253,TCP,1305,28.53,3.28,URLLC
192.168.4.242,192.0.2.17,UDP,715,26.0,7.64,mMTC
192.168.87.20,192.0.2.123,UDP,432,41.93,4.61,mMTC
192.168.195.87,192.0.2.13,TCP,1235,54.53,7.09,eMBB
192.168.2.125,192.0.2.164,UDP,287,97.77,5.33,mMTC
192.168.19.81,192.0.2.193,TCP,309,15.4,4.67,URLLC
192.168.11.215,192.0.2.138,UDP,917,30.03,1.48,URLLC
192.168.25.225,192.0.2.79,UDP,945,42.43,7.8,eMBB
192.168.71.116,192.0.2.106,UDP,297,19.4,3.84,URLLC
192.168.180.182,192.0.2.4,TCP,375,90.01,5.21,mMTC
192.168.47.204,192.0.2.39,ICMP,834,23.17,2.13,URLLC
192.168.92.93,192.0.2.77,TCP,634,51.7,6.25,mMTC
192.168.134.216,192.0.2.164,ICMP,1106,45.72,5.1,eMBB
192.168.70.216,192.0.2.95,UDP,239,87.27,3.36,mMTC
192.168.19.12,192.0.2.174,UDP,1271,67.46,3.4,eMBB
192.168.242.232,192.0.2.36,ICMP,640,10.67,3.02,URLLC
192.168.12.176,192.0.2.20,TCP,910,43.54,5.57,eMBB
192.168.92.70,192.0.2.200,ICMP,261,21.1,1.92,URLLC
192.168.241.115,192.0.2.116,UDP,155,118.23,2.64,mMTC
192.168.134.209,192.0.2.53,TCP,1230,46.53,4.26,eMBB
192.168.154.254,192.0.2.84,UDP,233,19.86,2.99,URLLC
192.168.69.215,192.0.2.2,ICMP,1347,17.75,3.88,URLLC
192.168.241.95,192.0.2.204,ICMP,927,51.68,7.14,eMBB
192.168.234.200,192.0.2.221,UDP,1232,18.11,3.54,URLLC
192.168.239.152,192.0.2.200,UDP,586,7.4,2.9,URLLC
192.168.50.18,192.0.2.80,TCP,727,21.96,2.96,URLLC
192.168.136.214,192.0.2.9,ICMP,631,63.38,3.82,mMTC
192.168.178.21,192.0.2.236,ICMP,1194,20.95,2.47,URLLC
192.168.126.120,192.0.2.155,UDP,541,73.32,6.34,mMTC
192.168.38.50,192.0.2.53,UDP,571,18.06,1.89,URLLC
192.168.230.58,192.0.2.134,TCP,1275,59.54,4.75,eMBB
192.168.96.187,192.0.2.206,UDP,911,43.97,7.17,eMBB
192.168.76.114,192.0.2.3,TCP,794,98.34,4.07,mMTC
192.168.251.25,192.0.2.236,TCP,517,102.8,3.75,mMTC
192.168.37.42,192.0.2.192,ICMP,1402,44.52,5.43,eMBB
192.168.132.227,192.0.2.44,TCP,614,102.54,2.98,mMTC
192.168.226.134,192.0.2.192,UDP,289,15.02,3.19,URLLC
192.168.174.32,192.0.2.92,UDP,458,17.13,2.7,URLLC
192.168.127.223,192.0.2.235,ICMP,670,79.33,4.69,mMTC
192.168.246.99,192.0.2.134,UDP,566,28.13,3.75,URLLC
192.168.32.38,192.0.2.221,UDP,686,62.93,5.69,mMTC
192.168.167.150,192.0.2.130,TCP,938,48.69,7.69,eMBB
192.168.208.253,192.0.2.59,UDP,316,15.74,2.89,URLLC
192.168.114.1,192.0.2.82,UDP,641,11.39,2.08,URLLC
192.168.10.33,192.0.2.130,UDP,270,18.69,1.2,URLLC
192.168.200.45,192.0.2.225,UDP,264,83.05,5.48,mMTC
192.168.217.179,192.0.2.137,TCP,770,146.99,7.47,mMTC
192.168.137.152,192.0.2.64,ICMP,479,91.9,6.09,mMTC
192.168.211.218,192.0.2.42,UDP,625,19.36,3.21,URLLC
192.168.47.108,192.0.2.17,TCP,1007,63.41,4.42,eMBB
192.168.0.171,192.0.2.84,UDP,429,63.57,2.85,mMTC
192.168.100.215,192.0.2.157,UDP,1297,63.41,6.68,eMBB
192.168.223.54,192.0.2.122,UDP,162,103.23,3.78,mMTC
192.168.149.136,192.0.2.21,UDP,329,19.98,2.89,URLLC
192.168.247.136,192.0.2.65,TCP,1208,67.66,2.4,eMBB
192.168.61.204,192.0.2.38,UDP,882,19.97,3.54,URLLC
192.168.195.228,192.0.2.27,TCP,467,87.76,5.55,mMTC
192.168.252.248,192.0.2.138,UDP,389,79.0,5.52,mMTC
192.168.113.85,192.0.2.134,UDP,923,52.82,4.57,eMBB
192.168.130.177,192.0.2.121,ICMP,1452,52.63,6.9,eMBB
192.168.142.211,192.0.2.136,ICMP,995,24.26,3.05,URLLC
192.168.118.72,192.0.2.4,UDP,703,58.52,8.08,mMTC
192.168.75.150,192.0.2.66,TCP,952,61.93,4.91,eMBB
192.168.236.239,192.0.2.173,ICMP,945,50.44,8.06,eMBB
192.168.247.198,192.0.2.234,ICMP,658,65.76,6.28,mMTC
192.168.221.137,192.0.2.215,ICMP,247,161.05,4.75,mMTC
192.168.68.219,192.0.2.186,UDP,141,135.64,2.09,mMTC
192.168.55.227,192.0.2.205,TCP,1336,46.59,7.16,eMBB
192.168.32.4,192.0.2.113,UDP,786,135.16,6.16,mMTC
192.168.194.119,192.0.2.210,ICMP,1025,44.38,4.48,eMBB
192.168.158.240,192.0.2.61,UDP,1345,18.59,2.08,URLLC
192.168.185.210,192.0.2.122,TCP,176,123.99,5.4,mMTC
192.168.19.13,192.0.2.12,TCP,1345,54.28,5.12,eMBB
192.168.25.109,192.0.2.195,UDP,1202,52.06,2.57,eMBB
192.168.243.27,192.0.2.66,ICMP,668,20.51,2.3,URLLC
192.168.165.107,192.0.2.206,ICMP,1142,25.62,5.46,URLLC
192.168.206.176,192.0.2.61,TCP,1195,55.3,3.58,eMBB
192.168.171.21,192.0.2.167,UDP,587,20.19,2.66,URLLC
192.168.154.179,192.0.2.104,UDP,711,18.17,3.34,URLLC
192.168.181.138,192.0.2.1,TCP,464,132.8,6.47,mMTC
192.168.51.7,192.0.2.103,TCP,1189,16.59,3.7,URLLC
192.168.38.221,192.0.2.108,ICMP,1043,41.79,4.6,eMBB
192.168.43.104,192.0.2.112,TCP,185,121.39,4.48,mMTC
192.168.160.136,192.0.2.202,TCP,1353,68.78,1.19,eMBB
192.168.83.137,192.0.2.172,UDP,1194,42.34,6.4,eMBB
192.168.105.57,192.0.2.4,TCP,609,18.25,3.01,URLLC
192.168.58.49,192.0.2.41,ICMP,1222,30.88,8.48,eMBB
192.168.95.19,192.0.2.241,ICMP,1486,59.52,5.86,eMBB
192.168.55.33,192.0.2.31,ICMP,242,54.12,2.86,mMTC
192.168.120.32,192.0.2.241,TCP,1128,23.18,4.02,URLLC
192.168.199.7,192.0.2.9,UDP,1077,56.85,4.06,eMBB
192.168.16.67,192.0.2.72,TCP,1005,15.87,4.52,URLLC
192.168.119.134,192.0.2.93,TCP,231,85.62,1.96,mMTC
192.168.13.174,192.0.2.187,UDP,323,12.23,3.29,URLLC
192.168.50.79,192.0.2.161,UDP,1316,45.71,2.89,eMBB
192.168.252.249,192.0.2.173,TCP,328,103.0,6.81,mMTC
192.168.55.93,192.0.2.199,UDP,1164,54.88,5.75,eMBB
192.168.128.39,192.0.2.50,UDP,985,13.56,2.81,URLLC
192.168.128.62,192.0.2.95,UDP,1278,42.61,6.9,eMBB
192.168.95.176,192.0.2.234,ICMP,1372,55.42,6.54,eMBB
192.168.99.67,192.0.2.189,UDP,320,96.82,4.68,mMTC
192.168.243.199,192.0.2.122,ICMP,769,13.41,2.56,URLLC
192.168.216.115,192.0.2.55,UDP,1048,51.31,3.3,eMBB
192.168.155.24,192.0.2.183,ICMP,239,105.94,8.29,mMTC
192.168.133.119,192.0.2.241,ICMP,321,25.52,2.58,URLLC
192.168.147.59,192.0.2.20,TCP,983,21.4,1.4,URLLC
192.168.94.254,192.0.2.181,TCP,1312,45.95,4.33,eMBB
192.168.214.45,192.0.2.196,ICMP,240,57.64,4.99,mMTC
192.168.88.64,192.0.2.224,TCP,436,13.84,4.94,URLLC
192.168.185.55,192.0.2.10,UDP,771,20.47,4.22,URLLC
192.168.158.188,192.0.2.225,UDP,255,32.28,3.75,mMTC
192.168.156.220,192.0.2.200,TCP,1041,21.94,3.58,URLLC
192.168.18.113,192.0.2.77,ICMP,270,113.77,3.19,mMTC
192.168.59.240,192.0.2.227,ICMP,139,71.08,4.12,mMTC
192.168.214.128,192.0.2.197,UDP,609,110.89,3.45,mMTC
192.168.152.66,192.0.2.102,UDP,1053,49.04,3.58,eMBB
192.168.176.118,192.0.2.178,UDP,1485,57.44,7.92,eMBB
192.168.158.12,192.0.2.107,TCP,409,125.63,5.05,mMTC
192.168.15.213,192.0.2.59,ICMP,129,67.73,5.81,mMTC
192.168.141.245,192.0.2.143,TCP,386,57.3,4.05,mMTC
192.168.156.206,192.0.2.198,ICMP,623,64.37,4.5,mMTC
192.168.137.182,192.0.2.121,ICMP,584,53.81,4.54,mMTC
192.168.53.9,192.0.2.27,TCP,1202,55.94,8.98,eMBB
192.168.134.166,192.0.2.82,TCP,952,56.31,5.77,eMBB
192.168.53.1,192.0.2.99,TCP,776,15.26,2.26,URLLC
192.168.175.7,192.0.2.184,UDP,480,42.07,4.18,mMTC
192.168.86.1,192.0.2.190,ICMP,460,22.5,3.82,URLLC
192.168.30.252,192.0.2.217,ICMP,907,52.33,6.37,eMBB
192.168.130.69,192.0.2.63,ICMP,1473,47.83,7.19,eMBB
192.168.102.115,192.0.2.121,ICMP,1123,38.06,6.38,eMBB
192.168.158.58,192.0.2.254,TCP,740,90.04,6.89,mMTC
192.168.80.181,192.0.2.88,UDP,454,23.49,3.78,URLLC
192.168.165.72,192.0.2.5,ICMP,499,18.29,2.83,URLLC
192.168.202.176,192.0.2.185,TCP,924,48.47,4.37,eMBB
192.168.18.122,192.0.2.7,UDP,297,164.02,4.8,mMTC
192.168.84.30,192.0.2.236,TCP,1181,52.23,1.04,eMBB
192.168.133.253,192.0.2.207,ICMP,646,158.7,6.74,mMTC
192.168.133.139,192.0.2.179,TCP,790,90.44,5.42,mMTC
192.168.161.215,192.0.2.168,ICMP,299,28.3,1.32,URLLC
192.168.6.47,192.0.2.172,ICMP,1316,23.8,2.7,URLLC
192.168.82.210,192.0.2.25,TCP,1091,18.59,1.52,URLLC
192.168.135.45,192.0.2.35,ICMP,1199,53.44,2.81,eMBB
192.168.209.220,192.0.2.95,TCP,652,14.25,2.15,URLLC
192.168.49.50,192.0.2.20,TCP,1362,16.78,3.31,URLLC
192.168.239.227,192.0.2.53,UDP,1076,51.44,5.26,eMBB
192.168.227.48,192.0.2.218,UDP,514,113.97,6.49,mMTC
192.168.78.120,192.0.2.233,ICMP,1064,47.45,6.92,eMBB
192.168.123.242,192.0.2.209,ICMP,1216,54.54,8.18,eMBB
192.168.234.240,192.0.2.30,TCP,1045,56.87,6.82,eMBB
192.168.121.242,192.0.2.185,ICMP,1235,50.47,2.28,eMBB
192.168.149.19,192.0.2.156,ICMP,427,85.52,5.33,mMTC
192.168.243.61,192.0.2.135,UDP,167,63.1,6.46,mMTC
192.168.68.79,192.0.2.201,ICMP,1051,50.93,6.84,eMBB
192.168.215.254,192.0.2.192,ICMP,1218,16.36,3.88,URLLC
192.168.218.28,192.0.2.61,TCP,963,53.37,6.79,eMBB
192.168.39.184,192.0.2.130,TCP,942,52.67,6.21,eMBB
192.168.108.182,192.0.2.78,ICMP,607,78.27,4.74,mMTC
192.168.213.203,192.0.2.36,UDP,178,132.85,4.07,mMTC
192.168.0.74,192.0.2.109,TCP,584,76.24,3.42,mMTC
192.168.45.132,192.0.2.63,ICMP,1095,54.64,5.69,eMBB
192.168.68.145,192.0.2.188,ICMP,267,135.15,5.52,mMTC
192.168.152.43,192.0.2.129,ICMP,234,21.87,3.33,URLLC
192.168.221.32,192.0.2.248,TCP,539,110.51,7.02,mMTC
192.168.225.72,192.0.2.226,ICMP,649,43.17,5.41,mMTC
192.168.152.243,192.0.2.151,UDP,953,44.2,8.63,eMBB
192.168.216.11,192.0.2.208,ICMP,648,128.03,6.2,mMTC
192.168.210.178,192.0.2.185,ICMP,516,26.7,3.01,URLLC
192.168.42.119,192.0.2.116,UDP,688,81.99,4.98,mMTC
192.168.86.86,192.0.2.83,TCP,137,97.79,4.82,mMTC
192.168.174.42,192.0.2.42,TCP,1187,69.56,6.52,eMBB
192.168.84.121,192.0.2.242,ICMP,605,62.26,3.73,mMTC
192.168.99.181,192.0.2.219,UDP,1063,25.17,4.0,URLLC
192.168.202.146,192.0.2.97,UDP,184,105.53,3.75,mMTC
192.168.10.116,192.0.2.163,TCP,1243,48.62,7.47,eMBB
192.168.172.192,192.0.2.197,TCP,1147,9.92,1.76,URLLC
192.168.176.168,192.0.2.151,TCP,1256,19.03,2.74,URLLC
192.168.206.123,192.0.2.138,UDP,154,53.71,3.91,mMTC
192.168.199.51,192.0.2.252,ICMP,1457,41.49,4.46,eMBB
192.168.220.181,192.0.2.154,UDP,1035,54.25,5.94,eMBB
192.168.120.34,192.0.2.148,ICMP,781,3.39,5.02,URLLC
192.168.199.241,192.0.2.12,ICMP,1141,81.07,5.55,eMBB
192.168.18.175,192.0.2.31,UDP,535,23.03,2.99,URLLC
192.168.163.217,192.0.2.159,UDP,289,11.5,2.43,URLLC
192.168.166.75,192.0.2.137,ICMP,691,30.98,3.71,mMTC
192.168.14.139,192.0.2.76,ICMP,504,16.6,2.17,URLLC
192.168.178.91,192.0.2.98,UDP,1476,47.09,7.97,eMBB
192.168.42.200,192.0.2.205,ICMP,1041,61.88,2.5,eMBB
192.168.141.165,192.0.2.143,ICMP,637,78.64,3.55,mMTC
192.168.117.160,192.0.2.62,ICMP,1121,27.91,4.45,URLLC
192.168.98.190,192.0.2.53,ICMP,595,75.09,2.46,mMTC
